,artist
7487,Marlene e Vocalistas Tropicais
7488,Banda Evangelium
7489,Zé Ricardo
7490,Severino Batista
7491,Han$ThaCreep
7492,Zaíra de Oliveira e I. Gomes
7493,Elizeth Cardoso
7494,Quarteto Maogani e Marcílio Lopes
7495,Sérgio Mendes
7496,Narocs e Mayuris
7497,Jovicaro
7498,Originais Do Samba (Mussum)
7499,Janaynna
7500,Marcelinho da Lua
7501,RafahProject
7502,Pokémon Brasil
7503,"Maurício Carrilho, Luciana Rabello, Eliezer Rodrigues, João Lyra & Celsinho Silva"
7504,João Sergio Da Ilha
7505,Jackeds
7506,Ethilicks
7507,CABELÃO DO TURANO
7508,Nilson Chaves
7509,JURANDYR
7510,Pedro Sullivan
7511,Rosa Magalhães
7512,William Costa
7513,Morango Com Mel
7514,Oswaldo Jardim
7515,Diniz Vitorino
7516,Roberto Silva & Joyce
7517,Mujeres de Guadalajara
7518,Caetano Veloso
7519,Cristiano & Milton Nascimento
7520,jjjardineiro
7521,Sioux 66
7522,Mário Reis e Mariah
7523,Johnnÿ Dias
7524,Letícia Secco
7525,Elisa Lucinda & Paulo José
7526,Scracho & Rodrigo Costa
7527,Ney Matogrosso & Rafael Rabello / Clementina de Jesus (Odeon/junho 1965)
7528,Hagar e os Horríveis
7529,Blodyn Yr Haul
7530,Sergio Di Lima
7531,"Alberto Ribeiro, João De Barro"
7532,Jeito Moleque ( Uma Hora de Sucessos - SBT )
7533,JONEY LOPES
7534,Primários
7535,The Smiling Dog
7536,Adaulto Santos
7537,Harmonia Turbulenta
7538,"Orquestra De Cordas Dedilhadas De Pernambuco, Lia De Itamaracá, Expedito Baracho & Capiba"
7539,Lakranya
7540,DJ-T2
7541,Reles Fatos
7542,BNegão & Os Seletores de Frequência
7543,Flávia Muniz e o Olho Mágico
7544,Márcio José
7545,Bandavanilla
7546,"Joel Nascimento, Maurício Carrilho, Luciana Rabello, Luiz Flávio Alcofra & Jorginho Do Pandeiro"
7547,Tambores Da Serra
7548,Marcus Valadão
7549,Caetano Zamma & Quarteto de Oscar Castro Neves
7550,DG Du YTB
7551,Jai Mahal & Os Pacíficos Da Ilha
7552,Grupo Glam
7553,Jad And Jefferson
7554,Mateus Alves Souza
7555,Screaming Godhead
7556,Candeia e Convidados
7557,Abel Ferreira & Raul de Barros
7558,Banda MIRA
7559,Imbauba
7560,Ze Helder
7561,Emílio and Eduardo
7562,Candy Wrecker
7563,Ted and Pablo
7564,Jorge Cabelereira e o Dia que Seremos Inuteis
7565,Solutis
7566,Taciane
7567,Vectrus
7568,Caboclinhos de Cahetés
7569,Dorinha Tapajós
7570,Grażyna Auguścik & Paulinho Garcia
7571,Raimundos.
7572,"Maurício Carrilho, Luciana Rabello, Álvaro Carrilho, Cristóvão Bastos, João Lyra & Jorginho Do Pandeiro"
7573,Cristóvão Bastos e Marco Pereira
7574,"Maurício Carrilho, Luciana Rabello, Celsinho Silva, Nelson Simões, Rui Alvim, Vittor Santos & Eliezer Rodrigues"
7575,Andréa Marques
7576,Cyro Monteiro - Linda Batista
7577,Projeto Edden
7578,Thaeme Mariôto
7579,erōs
7580,Martha & Claudionor Germano
7581,Brazílio Itiberê
7582,"Yo-Yo Ma, Rosa Passos, Helio Alves, Nilson Matta, Paulo Braga, Cyro Baptista"
7583,Capivara Heart
7584,Enrabed
7585,"Vinícius de Moraes, Marília Medalha, Toquinho, Trio Mocotó"
7586,Motocolombó
7587,Jeferson Godoi
7588,Protocolo do Subúrbio
7589,Alexandre Cabide
7590,vMoon
7591,G.R.E.S. Samba Carioca
7592,"Maurício Carrilho, Luciana Rabello, Sérgio De Jesus, Proveta, Marcio Almeida, João Lyra & Jorginho Do Pandeiro"
7593,Carlos Galhardp & Lupicinio Rodrigues
7594,Velhem
7595,Nigth Eternal
7596,Codó & Evandro Do Bandolim
7597,Sunny Lima
7598,A Cor Do Som - Geração Pop
7599,DJ Patife feat. Dleveland Watkiss & Cortejo Afro
7600,Evil Black Embrace
7601,Neto Menezes feat. Andreza Borba
7602,Bon Morrant
7603,Ashes of Pop
7604,Nefastuz
7605,Dircinha Batista E Déo
7606,Cristian Romanus
7607,Livia Sandoval Abrahão
7608,Toquinho
7609,Blèque
7610,RAND.
7611,Dj Ricardo Morelli
7612,Last Night's Heroes
7613,Plug Ventura
7614,Mc Henrick Ck
7615,Rodrigo Nézio & Duocondé Blues
7616,Frejat & Hebert Vianna
7617,Ensamble Escuela Fernando Sor (Banda Magda)
7618,Ellen Oléria
7619,Metá Metá
7620,MC Kawaii
7621,Cynthia Martins & Marcus Bolívar
7622,Paulinha Lopes
7623,"Agostinho dos Santos, Luis Bonfá & Quarteto de Oscar Castro Neves"
7624,Quinteto Villa Lobos & Luiz Eça
7625,Batupé
7626,Destruction Of Musicality
7627,àireamh
7628,193aGangue
7629,Soldado Nuclear
7630,"Stanley Clarke, Al Di Meola & Jean-Luc Ponty"
7631,Marcello Reis
7632,Radamés Gnattali
7633,Eunice Alvaro
7634,Sergio Beto & Paulo
7635,E.L.V.U.
7636,Os Annunaki
7637,Famaelaeth
7638,The Blastt
7639,G.R.E.S. Samba Tropical
7640,Lucas e Tiago
7641,A Bossa No Paramount
7642,G.R.E.S. Samba Maracanã
7643,TEMPERO NA BATIDA
7644,Chico De Ubatuba
7645,TRIO DO RMX
7646,DJ Renegado
7647,Styllo Selvagem
7648,Стеиндорфф
7649,moana viterbo
7650,"Carmen Costa, Bola Sete & José Paulo"
7651,Renan Shakka & Os Hero Puchers
7652,The last with pagan blood
7653,Southern State Tapestry
7654,BANDA CUPAIBÁ
7655,Filarmônica União Dos Ferroviários Bonfinenses
7656,"Maurício Carrilho, Marcio Almeida, João Lyra, Jorginho Do Pandeiro, Sérgio De Jesus & Eliezer Rodrigues"
7657,"Conjunto Os Gigantes da Ilha, de Soure"
7658,Yoko Kanno w/ Origa
7659,Antonio Adolfo and brazuca
7660,Guiga Corrêa
7661,José Alberto Kaplan & Waldemar José Solha
7662,Inovação
7663,Identity & Treo
7664,"Marcelo Frota, ou Momo"
7665,Mamuthe
7666,"Evandro Do Bandolim, Adalto Rodrigues & Nunes De Brito"
7667,Ghamy Five
7668,kESTION
7669,RUTH ETHE
7670,Breyla IV e Adrian Dragassakis
7671,Ago!
7672,Estação SP
7673,ANAL SICK
7674,Brianmonte Orchestra
7675,Manu Lafer & Danilo Caymmi
7676,AxFxFx
7677,"Maurício Carrilho, Luciana Rabello, João Lyra, Celsinho Silva, Cristiano Alves & Cristóvão Bastos"
7678,Jhon Clay
7679,Sérgio Mallandro
7680,"Maracatu-Rural ""Estrela Da Tarde"""
7681,Dorival Caymmi & Hugo Lima
7682,Dama Tereza
7683,Banda Venus
7684,Conjunto de Música Antiga da USP
7685,Cordas & Rimas
7686,Ramshackle
7687,Sebastião Da Silva & Louro Branco
7688,"Cristóvão Bastos, Maurício Carrilho, Luciana Rabello, Marcio Almeida, Rogério Souza & Celsinho Silva"
7689,Part-time Prostitute
7690,Orquetra Leviana
7691,Sergio Mendes • Feat. Carlinhos Brown
7692,O Teatro Mágico
7693,Marcola Cs
7694,Prioratus
7695,Devil (BRA)
7696,"Bobby Hackett, Billy Butterfield"
7697,Escultores de Alento
7698,Lorena & Luana Lira
7699,Somos Nós A Justiça
7700,Caca Moraes-Fonograma Gentilmente Cedido Por Caca Moraes
7701,"Ana Clara, Lucas Padilha e Joel Melo"
7702,Dinasty of Chirst
7703,Jaques Morelenbaum
7704,Axis & Trank & Identity & Atom
7705,G.R.E.S. Samba el Gambo
7706,Biquini Cavadão
7707,DJ WENDELCZR PRODUÇÕES ®
7708,jerry espindola
7709,Afro Raiz
7710,Azul Limão
7711,G.R.E.S. União da Roseira
7712,"Maurício Carrilho, Luciana Rabello & Andréa Ernest Dias"
7713,Nelly Miranda
7714,Luxúria de Lillite
7715,Ditta Devitto
7716,Pixinginha
7717,Marco Brasil / Jad and Jefferson
7718,Fernando Chui
7719,Old Sepultura
7720,Edu Ardanuy
7721,"Maurício Carrilho, Luciana Rabello, João Lyra & Marcelo Bernardes"
7722,"Maurício Carrilho, Luciana Rabello, Jorginho Do Pandeiro, Ronaldo Do Bandolim & Rogério Souza"
7723,som okey
7724,"Hermínio Bello De Carvalho, Maurício Carrilho & Clementina De Jesus"
7725,"Maurício Carrilho, Luciana Rabello, Jorginho Do Pandeiro, Jessé Sadoc, Marcelo Bernardes & João Lyra"
7726,Letícia Watson
7727,Eliana Pittman
7728,"Nilo Sergio, As Estralas & Leo"
7729,YHSD
7730,Juca Culatra & Cristal Reggae
7731,Sebastião Cândido da Silva
7732,Krônica
7733,Nabor Antunes
7734,Consciência X. Atual
7735,Banda Reset
7736,Sílvio & Robson
7737,Divide Por 3
7738,"Evandro Do Bandolim & Rubinho ""Acordeom"""
7739,Jorginho Pessanha & Escola De Samba Império Serrano
7740,João Bandeira & João Batista Bernardo
7741,Roberto Amaral e Clóvis Mamede e Sua Orquestra
7742,"Elton Medeiros, Mauro Duarte e Cyro Monteiro"
7743,Sambiose
7744,Todos Menos Um
7745,Elas & Eu
7746,Dick e Mutley
7747,Revival [Brazil]
7748,Jazzsoulfan
7749,Sulphurous lord
7750,Dilma Død
7751,Jeh Winkler
7752,H.A.R.R.Y. And The Addict
7753,DJ JP & MC 2B
7754,Tania Grinberg
7755,unsave
7756,B. New Project
7757,Marco Brasil and Denis and Fabiano
7758,Ilê Aiyê E Gilberto Gil
7759,alzira e tetê espíndola
7760,Platnick.
7761,"Maurício Carrilho, Luciana Rabello, João Lyra, Celsinho Silva & Andréa Ernest Dias"
7762,Chico Onça & Micuim
7763,Silvério Costa Santos
7764,Originais do Reteté
7765,Vaconaut & Apple Monster
7766,"MC Ph, MC PP da VS, MC Kalzin, MC Dede, MC Hariel, MC Kitinho, MC Kevin, MCS Nenem e Magrão, MC Alemão, MC IG, MC Yago, MC Chapô, MC G15, MC Neguinho do Kaxeta, MC Hollywood & MC Pierre"
7767,Pedagogós
7768,Jerry Espindola & Croa
7769,Karen Vieira
7770,Carol e os Caras
7771,Daniel & Duo Glacial
7772,ël touchë
7773,Sambatrônica
7774,Necrosadist (Bra)
7775,Roberta Sá
7776,Camerata Jovem Santista
7777,Wanderley Audi
7778,Invasores De Cérebros
7779,Marjorie Estiano
7780,Choco Buarque
7781,Soul Fisher
7782,Marco Brasil and René and Renan
7783,Adauto Ferreira & Manoel Xudu
7784,Fruto da Ipoca
7785,THEUZ ZL E DJ RD DA DZ7
7786,"Leo Gandelman, Chico Buarque"
7787,Efesto
7788,"Maurício Carrilho, Luciana Rabello, Celsinho Silva, Juliano Barbosa & Rogério Souza"
7789,Josué Braun
7790,Bossacucanova feat. Adriana Calcanhotto
7791,Anti Oxidante
7792,B. R-VOX
7793,"Pixinguinha, Rogério Guimarães & J. Frazão"
7794,Tadeu Junior
7795,Lorine Roters
7796,"Maurício Carrilho, Luciana Rabello, Ronaldo Do Bandolim, Zé Paulo Becker & Jorginho Do Pandeiro"
7797,Os Originais Do Samba
7798,Shawn Lee's Ping Pong Orchestra
7799,Hurt Mold
7800,Clube do Balanço
7801,"Vital Farias, Geraldo Azevedo & Xangai"
7802,Vilma Valéria
7803,Dj André Sinisgalli
7804,Orquestra De Mamulengo & Orquestra Do Cavalo-Marinho
7805,dEUS1
7806,VACA BRUTO
7807,Eddie Vedder
7808,Escola de Samba Primeira de Erlangen
7809,Pepê e Neném
7810,"Nelson Freire, Gürzenich-Orchester Köln"
7811,Belô Velloso
7812,NATEA
7813,Cursed Comment
7814,Guilherme and Gustavo
7815,Pussy Reaction
7816,Locomotive/SP
7817,DJ OMENA
7818,Os Ingênuos / Janel Brasileira
7819,"Maurício Carrilho, Luciana Rabello, Celsinho Silva, Eliezer Rodrigues & João Lyra"
7820,Melomanes
7821,Maleficarum (BRA)
7822,Tribo 21
7823,MSTRCRNG
7824,Madalena Roots
7825,Carimbó Cobra Coral
7826,Som de Pau Oco
7827,Reverse33
7828,Monica Santhiago
7829,MusiDisc
7830,Identity & Surora
7831,Faustino Menezes
7832,José Joaquim de Souza Negrão
7833,Orquestra do Cavalo-Marinho
7834,Rockerama
7835,Luis Menezes
7836,Carmem Costa & Coral Da USP E Grupo Popular Do RJ
7837,Marco Brasil and Sérgio Reis
7838,Nativo do Brasil
7839,Oluhau
7840,Charlson Ximenes
7841,Banda Reprize
7842,Raphael Victal/Wadcutter
7843,Seed Falls
7844,Luiz Otavio Braga
7845,tracy silverman and caito marcondes
7846,Forró Bichinha Arrumada
7847,"Cristóvão Bastos, Maurício Carrilho, Luciana Rabello, Rogério Souza & Celsinho Silva"
7848,Mighty (BRA)
7849,Marco Brasil / Diego and Danimar
7850,Marco Brasil and Milionário and José Rico
7851,B. OS BROTHER'S
7852,Soul Assassins (Bra)
7853,Afogado Sound System
7854,Xovinão
7855,Ícaro Vieira
7856,JOEL MACHADO
7857,AmoTe
7858,True Violence (Bra)
7859,Dj Danielzinho ~ Mc RaeL
7860,Trespassers/Razor
7861,Conjunto Rosa De Ouro & Clementina de Jesus
7862,Xangai e o Quinteto do Paraiba
7863,Tambor de Crioula Arte Nossa
7864,"Pavão Do Norte, Damião & Basílio"
7865,GUTO JUNIOR
7866,"Maracatu-Nação ""Estrela Brilhante"""
7867,Edu Lobo & Marcia
7868,Laura Reif
7869,Fred Falcao & Carlos Costa
7870,Neneco & Claudio Lazzarotto
7871,"Antonio Mello, Dexter Payne & Thiago de Mello"
7872,Mr. Catra & Mc Galo
7873,Lis Ferraz
7874,Kaleidoscópio
7875,Thalles Roberto
7876,Edu Lôbo e Tom Jobim
7877,Grupo Arembepe
7878,Ana Beatriz Moura Rocha
7879,Heavenly Kingdon
7880,Holy Heart
7881,Gustavo & Raziel
7882,Red Heavy
7883,Michel Leme e a Firma
7884,Yamandu Costa e Guinga
7885,Marco Brasil and Patrícia and Adriana
7886,Fluxo M
7887,V.I.T.R.I.O.L. AGE
7888,Inexistência Divina
7889,Regis Francis & Denilton
7890,Bereianos
7891,La Toillete de Venus
7892,"Dj Chap, Digital Hunters"
7893,CASA PASSARINHO
7894,MARLON BRANCO E BANDA MEGA TEEN
7895,Glass_and_Glue
7896,Leme $
7897,Eric Nelson EFA & Flavio Maciel De Souza
7898,MC Delux e MC M7
7899,Amanda Leelah
7900,Plingo
7901,lauraemusica
7902,Rafa & Zeh
7903,Astrud Gilberto
7904,Gusttavo Lima ft. µ's (Amor Ao Vido Mashup EP)
7905,Cássia Eller
7906,Trio Madeira Brasil
7907,Angelica Rizzi
7908,Circuladô de Fulô
7909,Cristina Buarque
7910,Marina Lima
7911,A.L.F. [BRA]
7912,Nancy Thompson
7913,Chico Buarque
7914,The Mad Hatters
7915,Margareth Menezes
7916,DANIEL GAZANA
7917,Same
7918,Silvano & Junior
7919,Groupe Niche
7920,Falamansa ft. µ's (Amor Ao Vivo Mashup EP)
7921,Sambaslam
7922,"Yo-Yo Ma, Paquito D' Rivera, Romero Lubambo, Cyro Baptista"
7923,Earstrip & Krieger AK
7924,Jairzinho/W.Simoninha/Luciana Mello/D.Carlomagno
7925,Arto Lindsay Band
7926,Folclore Nordestino & Marcus Vinicius
7927,Sargatanas (BRA)
7928,Nando Reis
7929,Malefactor;Thiago Nogueira
7930,Stomachal Corrosion
7931,Marco Brasil / Grupo Canto da Terra
7932,Taradonas do Forró
7933,JHON MASSAY
7934,Hemani de Alvarenga
7935,Camilla Oberst
7936,"Negra Li, Leilah Moreno, Mayah & Lena"
7937,Tony Allen & Abayomi Orchestra feat. BNegão
7938,Folclore do Amazonas
7939,Reckless Rage
7940,Na Maha
7941,Glaucio Fanara
7942,Urban Art Forms 1
7943,"Camerata Carioca, Radamés Gnattali & Elizeth Cardoso"
7944,Auschwitz (Bra)
7945,L'arc Musical
7946,Nasthur (Bra)
7947,Jester Face
7948,GRUPO NO STYLLO
7949,Inorganic Noise
7950,MC Téhh Queiroz
7951,"Odete E. Dias, Marena I. Salles e Elza K. Gushiken/ Dueto de Izaltina Santos e Radovir A. Santos F."
7952,Umberto Petrin & Renato Borghetti
7953,Segunda Divisão
7954,Fabio Freire
7955,Fullmaica
7956,Red Gallery
7957,BANDA FERTIXE
7958,The Cypher Covil
7959,avencu
7960,Breeze Cá
7961,Marco Brasil and Daniel
7962,"Dan Fraga, Thiago Correali/B-Twin Music Inc"
7963,Marco Brasil and Cezar and Paulinho
7964,Rafael Zagolin
7965,João Henrique & Clemente Vieira
7966,Arthur Rejes
7967,Zuryel
7968,Pablo Facina
7969,Alagoano & Brasil Primeiro
7970,Karin Souza
7971,Jefferson de Paula
7972,Henrique Cézar Veiga Jardim & José Henrique Veiga Jardim
7973,Bruno Buscariolli
7974,Trem da Alegria
7975,Marco Brasil and Juliano Cesar
7976,Luka Gleese
7977,Kleber e Kelvin
7978,512K
7979,Indie & Descolado
7980,Grupo de Foliões de Ubatuba e Olimpia
7981,"Oswaldinho, Dominguinhos, e Sivuca"
7982,Пётр Сталин
7983,Ger@l.com
7984,João Nogueiraa
7985,Edmundo Hora
7986,J.ALMEIDA
7987,Carivaldo Da Motta & Escola De Samba Acadêmicos Do Salgueiro
7988,Karnal Experiences
7989,DJ IRÃN
7990,Padre João de Deus Castro Lobo
7991,Iracy Serra & Escola De Samba Acadêmicos Do Salgueiro
7992,Gui Lopes Music
7993,Paixão do Melody
7994,Obina Shok & Gilberto Gil e Gal Costa
7995,Bloco pra Iaiá
7996,Aquecimento da MC Jenny
7997,NGLA
7998,Hugo Falcão
7999,Os Severinos
8000,"José Maurício Nunes Garcia, Manoel Dias de Oliveira"
8001,O Dia Eterno
8002,Fallen Sheeps
8003,Le Bonvivant
8004,Buraka Som Sistemac
8005,BR M ASTRONALTA DE MARMORE
8006,"Yo-Yo Ma, Paquito D' Rivera, Romero Lubambo"
8007,ROCK D'LA RUA
8008,Minas Morgul (Bra)
8009,Miss Pree
8010,M. Trio
8011,Siney Magal
8012,BANDA MANOS DO MELODY
8013,Alt Garcia
8014,TROPA DO BATIDÃO
8015,Severino Feitosa & Sebastião Dias
8016,LILIAN VANESSA & DJ ELIAS BATIDÃO
8017,DANIEL DELATUCHE
8018,BANDA SABOR AÇÂI
8019,MARLON BRANCO E DJ CLEBINHO
8020,Maecos Valle
8021,Raoni Reis
8022,Hammeron (Bra)
8023,BANDA M SYNCK E Jurandir
8024,DJ ELISON É SHOW -
8025,Furafyno
8026,Ludica Musica!
8027,BANDA RHYTIMOS
8028,Shinkai Wadaiko
8029,Beto Guedes & Daniela Mercury
8030,Mamonas Assassinas
8031,Vinicius de Moraes
8032,Antonio Carlos Jobim & Elis Regina
8033,International League of Vigilantes
8034,Fausto Fawcet & Os Robôs
8035,Dragon Ball - Abertura Brasileira (Gota Mágica)
8036,Walda De Almeida
8037,Nazieratos
8038,B. ARK E B. BATIDÃO
8039,Sen Noção De Nada
8040,Marreco & Zé Vital
8041,Carmem Costa & Coral Da USP
8042,Ademir Assuncao
8043,Plato Divorak & Frank Jorge
8044,Abimonistas
8045,Maria Bartira Bilego De Morais
8046,Lírio de Vidro
8047,SandroGaia
8048,BANDA XEIRO VERDE - BREGA DO RUBI
8049,Dead People Do It Better
8050,Jairinho (Brasil)
8051,Camisa de Vênus
8052,Orquestra Cubatão Sinfonia
8053,Charlie Brown Jr.
8054,Date in Prague
8055,Freud's Gaia
8056,Os Catapleticos
8057,Silvério Pessoa
8058,Karla Karvalho
8059,Sufrágio
8060,Castelinho E Castelito
8061,Mart'nália
8062,ViA33
8063,Igor Felipe
8064,Conjunto Sambacana
8065,"Elomar, Geraldo Azevedo, Vital Farias, Xangai"
8066,Lívia Lucas
8067,Alberto Augusto Martins
8068,Legião Urbana
8069,Karnak
8070,Carlinhos Vergueiro / Clementina de Jesus
8071,Janice Andrade
8072,Fierce and S.P.Y
8073,Olá -abana
8074,Leopoldo Rassier
8075,KIMYOJONG
8076,Golden Boys
8077,Caetano Veloso e Jorge Mautner
8078,Josy Moraes
8079,Ed Wilson
8080,"Sanannda Acácia, Heitor Dantas & Uru Pereira"
8081,Solange Sa
8082,Scalenos
8083,Wilian da Silva Mendes
8084,Barbara Mendes
8085,Raul de Souza
8086,Hebe & Os Amargos
8087,Adalberto Rojas E Grupo De Canto Nativo
8088,Pepeu Gomes
8089,SinusRoris
8090,Stan Getz & João Gilberto
8091,Marisa Monte
8092,Caetano Veloso
8093,Guilherme Paiva
8094,Iohn Iohannes
8095,Cesar Merveille & Pablo Cahn-Speyer
8096,Carmen Miranda
8097,Dr. Sin
8098,Rafael Sarpa + Paulo Dantas
8099,Sad'Evolution
8100,João Penca E Seus Miquinhos Amestrados
8101,Vinicius Russo
8102,Sonho Alterosa
8103,Helio Braz
8104,Agentes da KGB
8105,Victor Fonseca de Magalhães Barros Silva
8106,Dynãmis
8107,Fabio Barros e Grupo Grao
8108,S.D. FUNK
8109,Guitarradas do Para
8110,Isabela Noli
8111,Everything Can Make A Sound
8112,Super Cápsula Bizurada
8113,Tubarão Bala
8114,Cabal.
8115,Praga (BRA)
8116,margeoficial
8117,oneday oficial
8118,Vulcano - Tales from the Blac
8119,Chico Correa & Electronic Band (Paraiba)
8120,Giselle Couttinho
8121,Ze Neguinho do Coco (Pernambuco)
8122,"Yo-Yo Ma, Paquito D' Rivera, Romero Lubambo, Helio Alves, Nilson Matta, Cyro Baptista, Jose de Faria, Jose da Silva"
8123,"Yo-Yo Ma, Rosa Passos, Oscar Casto-Neves, Helio Alves, Nilson Matta, Paulo Braga, Cyro Baptista"
8124,Jam Da Silva (Pernambuco)
8125,MARLON BRANCO E DJ DAVID SANLPE
8126,Tropa do Melody
8127,"Odete Ernst Dias, Marena I. Salles & Elza K. Gushiken"
8128,José Dumont & Jofre Soares
8129,Eduardo Costa E Se
8130,Eletrohit´s
8131,Regininha & Zé Luiz
8132,SILVINHA CAMARGO & KIM MARQUES
8133,Junior Ceceu
8134,Elba Ramalho & Tania Alves
8135,Conjunto Embalo De Soure – Ilha Do Marajó
8136,Armandinho e Yamandú Costa
8137,Os Ritmistas (Rio de Janeiro)
8138,Manoel Gomes & Benê Costa
8139,DJ David Sample e Alex BA
8140,ROSINALDO CARD
8141,ROBERTO GAMMA
8142,Wallu$ho $tar
8143,MAURUCIO JR & TELMINHA ALMEIDA
8144,Lenita e Coco de roda Novo Quilombo
8145,Gilberto Gil e Yamandu Costa
8146,Banda Justine
8147,death.from.above
8148,"Antonio, Almeida e Oldemar Magalhães"
8149,Jenny e Michel
8150,Paulinho e Geovaninho
8151,Mocambo ft JP
8152,DJ Brewno
8153,Wellin e Heriel
8154,Raone Franco feat Lady Luckwhere
8155,Vieira/Curica/Mestres Da Guitarrada
8156,5 A Seco
8157,Cássia Eller e Herbert Vianna
8158,GRUPU - Grupo de percussao da Unicamp
8159,Barão Vermelho e Cássia Eller
8160,Quarací
8161,Miscelânea Suina
8162,Turma da Pompeia
8163,Eddy Bennedict
8164,Aukol
8165,Elenco Jovem Guarda
8166,FLAVIO POP MELODY ATUAL E FLASH
8167,Abertura dos Portões
8168,Solanje Almeida
8169,Thiago Do Espirito Santo
8170,Exito Letal
8171,Mr.Fubes And The Bastards!
8172,Manole Malta
8173,Sivuca / Época De Ouro
8174,Garra de Serra
8175,Antônio Carlos Jobim / Miucha
8176,The Assad Family
8177,Chico Buarque
8178,Chuck Norris
8179,Wesley Noog
8180,Mc's Zaac
8181,Comodoro 77
8182,Casa das Máquinas
8183,Sorry Figure
8184,Jair Rodrigues
8185,Tiago Iorc
8186,Fafa Lemos e Se Violino com Acompanhamento
8187,Gabriel O Pensador
8188,Fighterlord
8189,Oswaldo Montenegro
8190,Stuhlzapfchen Von N
8191,Brandão & Rodrigo
8192,Lusco Fusco
8193,Érika Machado
8194,"BTK, Optiv"
8195,Chico Buarque
8196,Relespública
8197,Cavalera Conspiracy
8198,Vendetta
8199,Linear
8200,Bárbara Eugênia
8201,João Bosco
8202,Orquestra Sinfônica Municipal de Santos
8203,Feijão Com Arroz
8204,Tony PlatÃ£o
8205,Radial
8206,DJ NEL_official
8207,Mayck & Lyan
8208,Muito Mais
8209,Brigada NS
8210,Charlie Brown Jr.
8211,Black Jeans My Dear
8212,Rodrigo Braganca
8213,Marco Brasil / Rico and Roney
8214,Nana Lima
8215,O Alfaiate Lisérgico
8216,Quarteto Moderno
8217,Invasores De Cérebros
8218,Vycke
8219,Brazilian Tropical Orchestra
8220,Marco Pereira & Cristóvão Bastos
8221,Jan Felipe
8222,Pedro Paulo e Matheus Ao Vivo em Brasilia
8223,Guilherme Andrade
8224,Armandinho e NX Zero
8225,Athesia
8226,Rastapé e Baião de quatro
8227,doiseu mimdoisema
8228,O Teatro Mágico
8229,Psychic Possessor
8230,Dysnomia - Brasil
8231,Bonde das Impostora
8232,Symbols
8233,Ultraje A Rigor
8234,Banda Xeiro Verde
8235,Slavery
8236,Suh Bombom Pimentinha
8237,Irreversíveis
8238,Sérgio Mendes
8239,Egberto Gismonti
8240,"Mc Deeh, Malária, Dropanda & Hanna Paulino"
8241,Leo Jaime
8242,Sound Providers
8243,Leilah Moreno
8244,Slander
8245,Vanessa da Mata
8246,Kassin+2
8247,Quebrapedra
8248,Orquestra Imperial
8249,João Gilberto
8250,O Complô
8251,Zaza Desiderio Trio
8252,Clube do Balanço
8253,Joe Lovano Quartet
8254,Lenine
8255,DJ Marky
8256,Nelly Furtado
8257,Paulo Moura e os batutas ( Pixinguinha )
8258,Saulo Roston
8259,Talita Real
8260,Alt+F4
8261,Sharks At Abyss
8262,Forfun
8263,Herbert Vianna
8264,Tangos e Tragédias
8265,Chico Buarque
8266,Deny e Dino
8267,Cuva
8268,D'Black e Negra Li
8269,a letrista
8270,Black Witchery
8271,Dorival Caymmi
8272,Forfun
8273,Léa Freire & Bocato
8274,"Sá, Rodrix & Guarabyra"
8275,dario skepisi
8276,Hateen
8277,자데
8278,"Bob Wyatt, Lupa Santiago e Marcos Paiva"
8279,Overdose Álcoolica
8280,Djavan
8281,Os Originais Do Samba
8282,O Lendário Chucrobillyman
8283,Para Sempre Cinderela
8284,Coró de Pau
8285,Movidos a Álcool
8286,Eliete Negreiros
8287,Antonio Carlos E Jocafi
8288,Wind's Destiny
8289,Cleiton
8290,A Quatro Vozes
8291,Contra Senttido
8292,Lula Côrtes & Zé Ramalho
8293,Nara Leão
8294,"Alceu Valencç, Elba Ramalho, Geraldo Azevedo & Zé Ramalho"
8295,Heaven's Guardian
8296,Maurio Guarnera
8297,Good Chillaz
8298,Bonsucesso Samba Clube
8299,"Vinicius De Moraes, Antonio Carlos Jobim & Toquinho"
8300,Souls Gallery
8301,Ganavya & Munir Hossn
8302,brazilian vice
8303,Incontroláveis
8304,João e os Poetas de Cabelo Solto
8305,Rosa de Saron
8306,Armandinho
8307,Nymfo
8308,Irmãos Rocha!
8309,Fernanda Abreu
8310,Baby Lizz
8311,Jorge de Altinho
8312,Mulher Filé
8313,Astrud Gilberto
8314,LEEDS
8315,Orquestra Pe de Moleque
8316,Ultraje A Rigor
8317,Antônio Carlos Jobim
8318,Pedro Luís e A Parede
8319,Hong Kong
8320,Cansei de Ser Sexy
8321,Felixbravo
8322,Aracy de Almeida
8323,Jerry Adriani
8324,Ana Carolina & Seu Jorge
8325,Hydrogen
8326,Nara Leão
8327,Milionário
8328,O Surto
8329,Adão Dãxalebaradã
8330,Os Paralamas Do Sucesso
8331,Lula Queiroga
8332,Grand Tourism Feat. Terry Callier
8333,Xangai & Quinteto Da Paraíba
8334,Céu
8335,Kid Abelha
8336,Copas do Ár
8337,Os Incríveis
8338,Eric e Deilon
8339,Atimus
8340,DJ Patife
8341,Armandinho
8342,mt.wav
8343,MODA4F00K
8344,Charlie Brown Jr.
8345,Os Paralamas Do Sucesso
8346,BR6
8347,2 Freeqs
8348,Secos
8349,Motocontínuo
